Konu,Soru,Iyi_Cevap,Kotu_Cevap
Psikoloji,"Psikanalitik teoriye göre, id, ego ve süperego olmak üzere kişiliğin üç ana bileşeninden, doğuştan gelen ilkel dürtüleri ve haz arayışını temsil eden yapı hangisidir?","İd'dir. Tamamen içgüdüsel ve bencilcedir; haz ilkesiyle (pleasure principle) çalışır, gecikmesiz tatmin ister. Doğuştan var olur.","Süperego'dur. Toplum kurallarını ve ahlakı içselleştirir, cezalandırıcı işlev görür. Dürtülerle değil, katı standartlarla ilgilenir."
Psikoloji,"Terapötik ilişkinin merkezinde yer alan, danışanın duygusal yakınlığı deneyimlemesine ve terapiste karşı savunmalarını gevşetmesine yardımcı olan teknik, Carl Rogers tarafından vurgulanan hangi kavramdır?","Koşulsuz Kabul'dür (Unconditional Positive Regard). Danışanı olduğu gibi kabul etmek, eleştirmeden dinlemek ve onaylamak, güvenli bir terapi ortamı yaratır.",Serbest Çağrışım'dır. Danışanın zihninden geçen her şeyi söylerken terapist yorum yapmaz. Temel odak noktası değildir.
Psikoloji,"Bilişsel çarpıtmalardan biri olan ""aşırı genelleme"", bireyin tek bir başarısızlık veya olumsuz olaydan sonra tüm gelecek durumlar için olumsuz sonuç beklentisine kapılması anlamına gelir. Başka bir yaygın bilişsel çarpıtma örneği nedir?","Zihinsel Filtreleme'dir. Kişi, bir olayın sadece olumsuz yönlerine takılıp kalırken, tüm pozitif detayları göz ardı eder (Örn: Partideki güzel anılardan çok, bir kişinin söylediği eleştiriyi hatırlamak).",Felaketleştirme'dir. Ancak bu zaten aşırı genellemeye benzer ve aynı kategoriye girer. Farklı bir çarpıtma gerekli.
Psikoloji,"Sosyal kimlik teorisine göre, bireylerin kendi grup öz değerlerini yükseltmek için diğer grupları aşağılaması durumu ne olarak adlandırılır?","Grup Tabanlı Ayrımcılık (Out-group Homogeneity & Discrimination) / Üstünlük Atfetme'dir. Kendi grubunu homojen ve üstün, diğer grubu ise tehditkar ve homojen görme eğilimi.","Kaytarma Etkisi'dir. Grup içindeki bireylerin çaba göstermemesidir, sosyal kimlikle doğrudan bağlantılı değildir."
Psikoloji,"Milgram'ın itaat deneyi, insanların otorite figürlerinin emirleri altında etik dışı davranışlarda bulunabileceğini göstermiştir. Deneyde deneklere yaptırılan eylem neydi?","Bir görevlinin (aslında aktör) verdiği elektrik şoklarına maruz bırakmak. Denekler, öğretmenin acı çektiğini duysalar bile, otorite figürünün (bilim adamı kılığındaki aktör) emriyle yüksek voltajlara kadar şok vermeyi sürdürdüler.","Rakip takım üyelerine fiziksel zarar vermek. Deney daha çok sözlü taciz içeriyordu, fiziksel şiddet hedeflenmiyordu."
Psikoloji,"DSM-5'te tanımlanan, sürekli endişe, gerginlik ve kontrol edilemeyen korkularla karakterize, klinik açıdan belirgin sıkıntıya yol açan yaygın ruh hali bozukluğunun adı nedir?","Yaygın Anksiyete Bozukluğu (GAD)'dır. En az altı ay boyunca günün büyük bölümünde, çeşitli konularda (iş, sağlık, aile vb.) aşırı endişe yaşamayı içerir.","Panik Bozukluk'tur. Ani, yoğun korku ataklarıyla seyreder; GAD kronik endişeyi tanımlar."
Mühendislik,Bir ürünün prototip aşamasından seri üretime geçiş sürecinde en önemli risk faktörü nedir?,"Pazar talebi ile teknik fizibilite arasındaki uyumsuzluktur. Prototipin başarılı olması yeterli değildir; maliyet analizi, tedarik zinciri lojistiği, kalite kontrol standartlarının ölçeklenebilirliği ve nihai tüketicinin benimsemesi gibi unsurlar bütünsel değerlendirilmelidir.",Motorun yakıt tasarrufu sağlamasıdır. Seri üretimde asıl sorun elektrikli araçların şarj süresidir.
Mühendislik,Müşterilerin ihtiyaçlarını analiz etmek için hangi yöntem mühendislikte altın standart kabul edilir?,"Kullanıcı merkezli tasarım (UCD) metodolojisidir. Empati kurma, bilgi toplama, fikir oluşturma, prototipleme ve test etme aşamalarıyla gerçek kullanıcı davranışlarına dayalı çözümler geliştirilir.",Google aramalarındaki popüler sorguları incelemektir. En güncel trendleri anlamak için sosyal medyadaki hashtag analizi daha etkilidir.
Mühendislik,Ürün yaşam döngüsü yönetiminde (PLM) geri dönüşüm için kritik olan faz hangisidir?,"Tasarım fazıdır. Malzeme seçimi (geri dönüştürülebilirlik), modüler yapı (kolay söküm), enerji verimliliği ve ömrünü tamamlamış ürünlerin bileşenlerinin yeniden kullanım potansiyeli bu aşamada belirlenir.",Lojistik fazdır. Ürünün depolardan mağazalara nakliyesinde kullanılan karton kutuların geridönüşümü önceliklidir.
Mühendislik,Ar-Ge projelerinde başarısızlığı önlemek için ISO standartlarından hangisi kullanılır?,"ISO 9001 Kalite Yönetim Sistemi'dir. Risk tabanlı düşünce yaklaşımıyla proje planlamasını, dokümantasyonu, süreç denetimini ve sürekli iyileştirmeyi sistematize eder.",ISO 27001 Bilgi Güvenliği Standardı'dır. Proje verilerinin hacklenmesini engellemek için siber güvenlik protokolleri şarttır.
Mühendislik,"Mühendislik ekonomisinde yatırım kararlarında ""sıfır sermaye harcaması"" kavramı neyi ifade eder?",Mevcut varlıkların kiralanması veya operasyonel leasing modeliyle finansman sağlanmasıdır. Sermaye bağlamadan teknoloji erişimi sunar ancak toplam sahip olma maliyeti yüksek olabilir.,Matematik derslerinde sıfır bütçeyle problem çözmektir. Finansal hesaplamalar için Cebir bilgisi yeterlidir.
Mühendislik,Sürdürülebilir mühendislikte karbon ayak izini azaltmanın en etkili yolu nedir?,"Kaynak verimliliğini artırmaktır. Enerji optimizasyonu (LED aydınlatma, HVAC sistemleri), malzeme hafifletme (kompozit malzemeler) ve atık minimizasyonu (sıfır atık politikası) doğrudan emisyonu düşürür.",Fabrikalara yapay göl inşa etmektir. Su yüzeyi güneş ışınlarını emerek çevredeki sıcaklığı azaltır.
Mühendislik,Müşteri şikayetlerini teknik çözüme dönüştürmede kullanılan disiplin neresidir?,"Topluluk yönlendirmeli tasarım (Community-Driven Design)'dır. Kullanıcı geri bildirimleri veri havuzuna aktarılır, desen analiziyle ortak problemler tespit edilir ve çapraz fonksiyonel ekiplerle çözülür.",Satış ekibine müşteri memnuniyeti eğitimidir. Teknik sorunların çözümü pazarlama stratejileriyle ilgilidir.
Mühendislik,Endüstri 4.0'da dijital ikiz teknolojisinin ana amacı nedir?,Fiziksel sistemin sanal simülasyonunu gerçek zamanlı verilerle besleyerek performansı tahmin etmek ve arıza öncesi müdahale imkanı sağlamaktır. Bakım maliyetlerini %30'a kadar azaltabilir.,Müşterilere ürünün Instagram filtresiyle görüntülenebilen sanal versiyonunu sunmaktır. Sosyal medya etkileşimi satışları artırır.
Mühendislik,Patent başvurusunda koruma kapsamını genişletmek için hangi strateji izlenir?,"Yeniliğin teknik etkisini vurgulamak ve sınırları net çizmek için bağımsız iddialar (claims) kademelendirilir. Fonksiyonel özellikler, kullanım alanları ve sınırlı ifadelerle koruma alanı maksimize edilir.","Rakip firmaların patentlerine benzer terimler kullanmaktır. Benzerlik, hukuki çakışmaları önler."
Mühendislik,Standartlaştırmada IEC/IEEE 80001-1 standardının rolü nedir?,Endüstriyel tesislerdeki AC güç sistemlerinin dayanıklılığını ölçen harmonik distorsiyon sınırlarını belirler. Elektriksel uyumluluk için zorunlu parametreleri tanımlar.,Ofis çalışanlarının günlük adım sayısını takip eden akıllı ayakkabı sensörlerini sertifikalandırmaktır. Ergonomi standartları çalışma verimliliğini artırır.
Teknoloji,İnternet üzerinde veri iletiminin temel protokolünü oluşturan katmanlı mimariye ne ad verilir?,"Katmanlı mimariyi tanımlayan **TCP/IP Protokol Takımı**'dır (TCP/IP). Uygulama, Taşıma, İnternet ve Ağ Erişim katmanlarından oluşur. Veri paketlerinin yönlendirilmesi ve güvenli aktarımı için kullanılır.",Tabii ki **Wi-Fi standardıdır**. Çünkü kablosuz bağlantıyla ilgili!
Teknoloji,İlk ticari kişisel bilgisayar (PC) olarak kabul edilen ve MS-DOS işletim sistemiyle çalışan model nedir?,"**IBM PC** (Model 5150, 1981). Intel 8088 işlemci, 16KB RAM ve disket sürücüyle geldi; endüstriyel standartları belirledi.",Açıkçası **Macintosh** olmalı. Apple daha yenilikçiydi sonuçta!
Teknoloji,"""İki parça halinde ayrılmış bellek alanı"" felsefesiyle tasarlanan, kullanıcıya görsel arayüz sunan ilk grafik işletim sistemi hangisidir?","**Xerox Alto** (1973). Fare, pencereler ve metaforik dosya yönetimi gibi modern GUI öğelerinin prototipidir.",Kesinlikle **Windows 1.0** (1985)! Grafikler onunla başladı zaten.
Teknoloji,Yapay zekanın makine öğrenmesine dayalı özel bir dalı olan ve büyük veri kümelerindeki desenleri otomatik öğrenen teknoloji nedir?,**Derin Öğrenme** (Deep Learning). Yapay Sinir Ağlarının (özellikle derin mimarilerin) eğitiminden oluşur; görüntü tanıma ve doğal dil işlemede kullanılır.,Elbette **Blockchain teknolojisi**. Dağıtık defter sistemleriyle AI ilgisi yok ama havalı duruyor!
Teknoloji,"WWW (World Wide Web) teknolojisinin mucidi ve HTML, HTTP gibi temellerini atan bilgisayar bilimcisi kimdir?",**Tim Berners-Lee**. CERN'de 1989'da hypertext tabanlı sistemi geliştirdi; tüm bilgilerin birbirine bağlı olması vizyonuyla bugün internete şekil verdi.,Hiç şüphesiz **Mark Zuckerberg**. Facebook'un altyapısı olmasa web olmazdı zaten.
Teknoloji,USB portunun açılımı nedir ve hangi yıl standartlaştırılmıştır?,"**Evrensel Seri Veri Yolunu** ifade eden **USB** (Universal Serial Bus), Ocak **1996**'da Electronics Industries Alliance tarafından resmen benimsendi.",Muhtemelen **Ultra Hızlı Bağlantı Portu** anlamına gelir. Standart da sanırım 2000'lerde çıkmıştır.
Teknoloji,"Dijital kameralarda görüntü sensörü olarak kullanılan, ışığı elektrik sinyaline dönüştüren yarıiletken çipin adı nedir?","**Sensör Düzeneği** (Image Sensor). En yaygın tipi, milyonlarca piksele sahip **CMOS** veya eski modellerde **CCD** teknolojisidir.",Tabii ki **Flash Bellek Kartı**. Fotoğrafları saklamakla sensör karıştırılmasın!
Teknoloji,"Kripto para birimlerindeki madencilik işlemini gerçekleştiren ağ düğümleri, matematiksel bulmacaları çözmek için kullandıkları donanımlarla nasıl ödüllendirilir?",Çözülen blok için önceden belirlenmiş miktarda yeni **Bitcoin** (veya diğer token) ile ödüllendirilirler. İşlem ücreti de ek kazançtır.,Madenciler aslında **hükümetten altın alır**. Blockchain bunu kanıtlıyor muazzam değil mi?
Teknoloji,Akıllı telefonlarda parmak izi veya yüz tanıma ile erişim sağlayan biyometrik kimlik doğrulama teknolojisine ne denir?,"**Biyometrik Kimlik Doğrulama**. Parmak izi → **Optik Sensör** veya **Kapasitif Sensör**, Yüz → **3D Derinlik Haritası** (ToF/Structured Light) kullanır.",Bunu yapan şey kesinlikle **Bluetooth Bağlantısı**'dır. Telefonunuzla kulaklığınız eşleşirse erişim olur çünkü!
Teknoloji,"Bulut bilişim hizmetlerinden faturalandırma modeli, müşterinin tükettiği kaynağa göre ücretlendirmeye dayanıyorsa buna ne ad verilir?","**Kullandıkça Öde** (Pay-As-You-Go). Kaynak kullanımına (işlemci saati, depolama GB, bant genişliği) göre dinamik fiyatlandırmadır.",Elbette **Abonelik Modeli**. Tüm bulut servisleri aylık sabit ücret ister zaten!
Sanat,"Leonardo da Vinci'nin ünlü tablosu ""Mona Lisa""nın kayıp kol saati nerede bulunmuştur?","""Mona Lisa""da böyle bir nesne yoktur; tabloda kadının elinde bir örtü vardır. Kol saati mitolojik yorumlardan kaynaklanır. Gerçekte saatin varlığına dair kanıt yok.",Tablonun arkasında gizli bölmede bulundu!
Sanat,"Michelangelo'nun Sistine Şapeli tavanındaki ""Yaratılış"" sahnesinde Tanrı ile Adem'in parmak uçları arasındaki mesafe neyi sembolize eder?","Bu ince boşluk, fiziksel temas olmamasına rağmen ruhsal bağın yakınlığını vurgular; insan-Tanrı ilişkisindeki mükemmel uyumu simgeler.",Michelangelo zamanı yetiştirmek için aceleyle boyadığı için aralarında kalmış boşluktur.
Sanat,Van Gogh'un kesip attığı kulağın hangi versiyonu orijinaldir?,"Sağ kulağı kestiği bilinir. Ancak Amsterdam'daki Mösyö Paul Gauguin Müzesi'nde sergilenen sol kulak çizimi, Van Gogh'un kendi portresi olup gerçek yarayı göstermez.",Sol kulağı kesmişti çünkü o dönem modaydı!
Sanat,"Mısır piramitlerinde bulunan ""Khufu'nun Sfenksi"" hangi tanrıyı temsil eder?","Aslan gövdeli insan başlı sfenks, genellikle Güneş Tanrısı Ra ile ilişkilendirilir; koruyuculuk ve kraliyet gücünü simgeler.",Piramitleri inşa eden işçilerin lideri olan dev bir fareye tapınılırdı!
Sanat,"Japonların geleneksel ""Ukiyo-e"" baskılarında Hokusai'nin ""Kanagawa Oki Nami Ura"" eseri neden dalgaları ön plana çıkarır?","Dalgaların dinamik formu, perspektif denemeleri ve Fuji Dağı'nı çerçeveleme amacıyla kompozisyon merkezidir; doğanın görkemini yansıtır.",Matbaada mürekkep hatası yüzünden tüm eser mavi olmuştu!
Sanat,"Antik Yunan'da ""Parthenon"" sütunlarının hafif dışa eğimli olması (""entasis"") neden teknik bir zorunluluktur?",Görsel illüzyonu dengeleyerek dikey formun daha düzgün algılanmasını sağlar; optik hata düzeltme yöntemidir.,Sütundan geçmesi gereken devekuşlarını korkutmamak içindi!
Sanat,Salvador Dalí'nin eriyen saatlerin kaynağı nedir?,"Hollandalı ressam Vermeer'in ""İnci Küpeli Kız"" tablosundaki ayna imgesinden ilham alır; zamanda akışkanlık fikrini metaforize eder.",Saatleri eriten özel bir boya formülü icat etmişti.
Sanat,"Rönesans döneminde ""sfumato"" tekniğini kim geliştirdi?","Leonardo da Vinci tarafından kullanılan bu teknik, duman benzeri geçişlerle ton yumuşatılmasını sağlar; ""Mona Lisa"" örneğinde belirgindir.",Titian'ın şöminede yakacak odun olarak kullandığı kağıt artıklarıydı!
Sanat,"Picasso'nun ilk evlilik yılında yaptığı ""Avignonlu Kızlar"" tablosu hangi radikal değişimi başlattı?",Geleneksel perspektifi reddederek kübist hareketin temellerini atar; figürleri geometrik formlarla parçalamıştır.,Eşinin kız kardeşlerini poz verirken dövmesine tepki olarak çarpık resmetmiştir!
Sanat,Machu Picchu'yu inşa eden İnka halkının taş işçiliğinde en özgün özellik nedir?,Taş bloklar birbirine öyle hassas oturur ki arasına bıçak bile sığmaz; doğal malzeme kullanılarak depreme dayanıklı tasarım hedeflenmiştir.,Bloklar aslında yapıştırıcı yerine bal mumu ile birleştirilmişti!
Biyoloji,Bitki hücrelerinde bulunan ve fotosentezin gerçekleştiği organel hangisidir?,Kloroplast. Klorofil pigmenti sayesinde güneş ışığını kimyasal enerjiye dönüştürerek besin üretir.,Golgi aygıtı. Çünkü paketleme yapar ve bu işlem fotosentezle ilgilidir.
Biyoloji,Mitokondrilerin hücredeki temel görevi nedir?,ATP üreterek hücrenin enerji ihtiyacını karşılamak. Aerobik solunumun merkezidir.,Atıkları depolamak ve hücre bölünmesinde çekirdek oluşturmak.
Biyoloji,DNA molekülünün yapısını tanımlayan ünlü model hangisidir?,Çift sarmal (sarmal merdiven modeli). Watson ve Crick tarafından keşfedilmiştir.,Tek zincirli iplik benzeri yapı. Nükleotidler şeker-fosfat omurgasıyla bağlıdır.
Biyoloji,Enzimler biyokimyasal reaksiyonlarda ne rol oynar?,"Aktivasyon enerjisini düşürerek reaksiyon hızını artırır, substrat özgüllüğüne sahiptir.",Reaksiyonları durdurur çünkü fazla ısı üretirler.
Biyoloji,Fotosentez sırasında açığa çıkan oksijen gazı nereden gelir?,Su moleküllerinin parçalanması (fotoliz) sonucu.,Karbondioksitin doğrudan ayrışmasından.
Biyoloji,İnsan vücudunda normalde kaç çift otozomal kromozom bulunur?,23 çift. Cinsiyet kromozomları dışında kalan genleri taşır.,24 çift. Y kromozomu X'ten daha uzundur.
Biyoloji,Aşılar nasıl bağışıklık kazandırır?,Zararsız antijenler (zayıflatılmış patojen veya protein parçaları) sunarak bellek hücrelerinin oluşmasını sağlar.,Antikorları geçici olarak vücuda enjekte eder.
Biyoloji,"Bağışıklık sistemindeki ""hafıza hücreleri"" nin işlevi nedir?",Gelecekte aynı patojenle karşılaşıldığında hızlı ve güçlü yanıt vermek için programlanırlar.,Tüm mikropları öldürmek için sürekli dolaşırlar.
Biyoloji,Simbiyotik ilişkinin en belirgin örneği hangisidir?,İnsan bağırsağındaki faydalı bakterilerin sindirime yardım etmesi (mutualizm).,Kurtların av hayvanını parçalayıp diğer yırtıcılara bırakması (kommensalizm).
Biyoloji,Dinlenen bir yetişkin insanda dakikada ortalama kaç kez kalp atışı olur?,60-100 atım arasında değişir (ortalama ~75).,120-150 atım çünkü insanlar dinlenirken bile aktiftir.
Sosyoloji,Sosyolojinin kurucusu kabul edilen Auguste Comte hangi felsefi akımı savunmuştur?,"Auguste Comte, pozitivizm adını verdiği bilimsel ve rasyonel yaklaşımı savunmuştur. Bu akıma göre toplum bilimlerinde olduğu gibi doğa bilimlerindeki yöntemlerin (gözlem, deney, ölçüm) kullanılması gerektiğini, metafizik ve dini açıklamaların reddedilmesi gerektiğini öne sürmüştür. Pozitivizm, toplumsal olguların ampirik verilerle incelenmesinin temelini atmıştır.","Auguste Comte, romantik edebiyat hareketini başlatmış ve şiirsel bir üslup geliştirmiştir."
Sosyoloji,"Max Weber'in ""Protestan Ahlakı ve Kapitalizmin Ruhu"" eserinde vurguladığı kapitalizmi meşrulaştıran dini öğreti nedir?","Max Weber, Protestan etiğinin (özellikle Kalvinizm) kapitalist dünya görüşünü nasıl şekillendirdiğini analiz eder. Çalışmanın kutsal sayılması, dünyevi başarıların tanrısal lütfun göstergesi olarak görülmesi ve tasarruf eğiliminin teşvik edilmesi, modern kapitalizmin ahlaki temellerini oluşturur.","Weber, Budizm'deki karma yasasının kapitalizmi beslediğini savunur."
