question,answer
"Bir çiftlik sahibinin arazisinde otlayan 8 koyun ve 5 sığırdan oluşan bir karışımı vardır.  Tipik bir yılda, çiftlik sahibi hayvanlarının otları bitmeden önce mümkün olduğunca uzun süre otlaklarından beslenmelerine izin verecektir.  Otlaklarda ot bittikten sonra, çuvalı 10 dolara yemlik mısır satın almak zorunda.  Her bir inek ayda 2 dönüm, her bir koyun ise ayda 1 dönüm ot yiyor.  Ayrıca, bir torba yemlik mısır her bir ineği 1 ay ve her bir koyunu 2 ay boyunca besleyebilir.   Eğer çiftlik sahibinin merasında 144 dönüm ot varsa, çiftlik sahibinin her yıl hayvanlarını beslemek için yemlik mısıra ne kadar harcaması gerekir?","Çiftlikteki 8 koyun ve 5 ineğin toplamda tükettiği ot miktarını hesaplayalım:

- 8 koyun × 1 dönüm/koyun/ay = 8 dönüm/ay
- 5 inek × 2 dönüm/inek/ay = 10 dönüm/ay

Toplamda hayvanlar her ay 18 dönüm ot tüketirler. Çiftlikte 144 dönüm ot bulunduğuna göre bu otun hayvanlara ne kadar yeteceğini bulalım:

144 dönüm / 18 dönüm/ay = 8 ay

Hayvanlar 8 ay boyunca otla beslendikleri için ot tükendikten sonra 4 ay daha beslenmeleri gerekecek (yıl 12 ay).

Bu durumda yemlik mısıra ihtiyaç duyacakları süre şudur:

- Koyunlar: 8 koyun × 4 ay / 2 ay/çuval = 16 çuval
- İnekler: 5 inek × 4 ay = 20 çuval

Toplam çuval sayısı: 16 + 20 = 36 çuval

Her çuval 10 dolar olduğuna göre toplam maliyet:

36 çuval × 10 dolar/çuval = 360 dolar

Sonuç olarak, çiftlik sahibinin her yıl hayvanlarını beslemek için yemlik mısıra 360 dolar harcaması gerekir."
"Patrick'in ödevini bitirmek için Greg'in iki katından 4 saat daha az zamanı kaldı. Greg'in ödevini bitirmek için Jacob'dan altı saat daha az zamanı kaldı. Jacob'ın ödevini bitirmek için 18 saati kaldıysa, hepsinin ödevlerini bitirmek için kalan toplam saat sayısını hesaplayın?","Jacob'ın ödevini bitirmek için 18 saati kaldı.

Greg'in süresi:
Jacob - 6 = 18 - 6 = 12 saat

Patrick'in süresi:
2 * Greg - 4 = 2 * 12 - 4 = 24 - 4 = 20 saat

Hepsinin toplam süresi:
Jacob (18) + Greg (12) + Patrick (20) = 18 + 12 + 20 = 50 saat

Üçünün birlikte ödevlerini bitirmek için kalan toplam süresi 50 saattir."
"Maria'nın kumbarasında 4 on sent, 4 çeyreklik ve 7 nikel vardır. Annesi ona 5 çeyreklik veriyor. Maria'nın şu anda dolar cinsinden ne kadar parası var?","Maria'nın kumbarasında şu anda 9 çeyreklik, 4 on sent ve 7 nikel vardır. Bunları dolar cinsinden hesaplayalım:

- 9 çeyreklik: 9 * 0.25 = 2.25 dolar
- 4 on sent: 4 * 0.10 = 0.40 dolar
- 7 nikel: 7 * 0.05 = 0.35 dolar

Toplam para miktarı:
2.25 + 0.40 + 0.35 = 3.00 dolar

Maria'nın şu anda 3.00 doları var."
Stella ve Twinkle 6000 taş blok kapasiteli bir kamyonu kişi başına saatte 250 blok düşecek şekilde doldurmaktadır. Dört saat boyunca çalışıyorlar ve daha sonra aynı hızda çalışan 6 kişi daha onlara katılıyor. Kamyonu doldurmak kaç saat sürmüştür?,"Başlangıçta Stella ve Twinkle birlikte saatte 500 blok dolduruyorlar (250 blok/saat + 250 blok/saat). Dört saat çalıştıktan sonra 2000 blok (500 blok/saat × 4 saat) doldurmuş oluyorlar, bu da geriye 4000 blok kalması demektir.

Daha sonra 6 kişi daha katıldığında, toplam 8 kişi oluyorlar ve hepsi toplamda saatte 2000 blok dolduruyor (8 kişi × 250 blok/saat).

4000 blok daha doldurmak için gereken süre:
4000 blok ÷ 2000 blok/saat = 2 saat

Bu nedenle toplam süre:
4 saat + 2 saat = 6 saat

Kamyonu doldurmak toplamda 6 saat sürmüştür."
"Axel, 120$ olan orijinal fiyatı %50 indirilmiş bir akvaryum satın aldı. Ancak indirimli fiyatın %5'i kadar ek satış vergisi de ödemiştir. Akvaryumun toplam maliyeti ne kadardı?","İndirimli fiyat: \(120 \times 0.5 = 60\) dolar.

Vergi miktarı: \(60 \times 0.05 = 3\) dolar.

Toplam maliyet: \(60 + 3 = 63\) dolar."
"Bir mağazada üç çeşit peynir vardır: beyaz, İsviçre ve mavi peynir. Her peynir paketlenmiştir ve her pakette 200 gram peynir vardır. Paket fiyatları beyaz peynir için 5 dolar, İsviçre peyniri için 6 dolar ve mavi peynir için 8 dolar. Miley'nin partisi için biraz peynir alması gerekiyordu ve 5 paket İsviçre peyniri, 600 gram mavi peynir ve üçte bir oranında daha az beyaz peynir almaya karar verdi. Tüm peynirler için ne kadar ödemesi gerekiyordu?","Miley'in peynirler için ödemesi gereken toplam miktarı hesaplayalım.

Öncelikle, aldıkları peynir miktarlarını öğrenelim:
- 5 paket İsviçre peyniri (her biri 200 gram):
  5 paket * 200 gram = 1000 gram = 1 kg

- 600 gram mavi peynir (bu paketlerin gram cinsinden ödeme miktarından bağımsız olarak doğrudan gram miktarı verilmiştir)

- Beyaz peynir miktarı: İsviçre peynirinin üçte biri kadar daha az:
  1 kg * (2/3) = 2/3 kg = 666.67 gram (yaklaşık 2 paket)

Şimdi toplam maliyeti hesaplayalım:

- İsviçre peyniri maliyeti:
  5 paket * 6 dolar/paket = 30 dolar

- Mavi peynir maliyeti:
  600 gram = 3 paket (çünkü her paket 200 gram)
  3 paket * 8 dolar/paket = 24 dolar

- Beyaz peynir maliyeti:
  Yaklaşık 2 paket
  2 paket * 5 dolar/paket = 10 dolar

Toplam maliyet:
30 dolar + 24 dolar + 10 dolar = 64 dolar

Miley toplamda 64 dolar ödemelidir."
Sadece 4/5'i su dolu olan 10 adet 6 onsluk bardak vardır. Bu 10 bardağın tamamını ağzına kadar doldurmak için kaç ons suya ihtiyaç vardır?,"Her bardak 6 ons kapasitededir ve 4/5'i su doludur. Bu durumda her bardakta 6 onsın 4/5'i kadar su vardır:
\[ 6 \times \frac{4}{5} = 4.8 \text{ ons} \]

Bu durumda her bardağı ağzına kadar doldurmak için gereken su miktarı:
\[ 6 - 4.8 = 1.2 \text{ ons} \]

10 bardak için toplam su miktarı:
\[ 1.2 \times 10 = 12 \text{ ons} \]

Sonuç olarak, bu 10 bardağın tamamını ağzına kadar doldurmak için 12 ons suya ihtiyaç vardır."
Cassandra dört düzine Granny Smith elması aldı ve bunları dört elmalı turta yapmak için kullandı.  Her turtayı 6 büyük parçaya böldü.  Her bir turta diliminde kaç elma vardır?,"Cassandra'nın aldığı 48 elmayı 4 turtaya eşit şekilde bölersek, her turtada 12 elma olur. Her turta 6 parçaya bölündüğüne göre, her parçadaki elma sayısı:

12 elma / 6 parça = 2 elma.

Yani, her turta diliminde 2 elma vardır."
"Leo ve Ryan'ın birlikte 48$'ı vardır. Ryan bu miktarın 2/3'üne sahiptir. Leo, Ryan'ın kendisine 10$ borcu olduğunu hatırladı ama kendisinin de Ryan'a 7$ borcu vardı. Borçlar ödendikten sonra Leo'nun ne kadar parası vardır?",Borçlar ödendikten sonra Leo'nun 15$'ı olur.
"Cary markete kadar gidiş-dönüş 3 mil yürüyor ve burada 200 kalorilik bir çikolata alıp yiyor. Cary yürüdüğü her mil başına 150 kalori yakıyorsa, Cary'nin net kalori açığı (pozitif bir sayı olarak ifade edilir) nedir?","Cary, markete gidiş-dönüş toplamda 3 mil yürüyor. Her mil başına 150 kalori yaktığına göre toplamda:

3 mil * 150 kalori/mil = 450 kalori yakar.

Cary markette 200 kalorilik bir çikolata yediği için tükettiği kalori: 200 kalori.

Net kalori açığını hesaplamak için yaktığı kaloriden yediği kaloriyi çıkarırız:

450 kalori - 200 kalori = 250 kalori.

Cary'nin net kalori açığı 250 kaloridir."
"Jade bir lego kulesi inşa ediyor. Elinde 100 parça var. Her seviye 7 parça genişliğinde olmak zorunda. Sonunda 23 parçası kaldıysa, kulesi kaç seviyedir?",Jade'in kulesi 11 seviyedir.
"Rani spor arabalara takıntılıdır. Şimdiye kadar yapılmış en hızlı arabanın ne kadar gidebildiğini merak eder ve araştırır. Bulduğu şey, en hızlı arabanın en hızlı 2. arabadan 1,25 kat daha hızlı olduğudur. İkinci en hızlı araba ortalama bir arabadan 5 kat daha hızlıymış. Ortalama bir araba saatte 120 mil gidebiliyor. Daha hızlı olan araba ne kadar hızlı gidiyor?","Ortalama bir araba saatte 120 mil hızla gidiyor. İkinci en hızlı araba, ortalama arabanın 5 katı hızla gider:

120 mil/saat × 5 = 600 mil/saat.

En hızlı araba, ikinci en hızlı arabadan 1,25 kat daha hızlıdır:

600 mil/saat × 1,25 = 750 mil/saat.

Dolayısıyla, en hızlı araba saatte 750 mil hızla gidiyor."
"Geri dönüştürdüğünüz her 12 kutu için 0,50 dolar ve her 5 kilogram gazete için 1,50 dolar alırsınız. Eğer aileniz 144 kutu ve 20 kilogram gazete toplasaydı, ne kadar para alırdınız?","144 kutu ve 20 kilogram gazete için toplam alacağınız para:

144 kutu / 12 kutu başına ödeme * 0,50 dolar = 12 * 0,50 = 6,00 dolar
20 kilogram gazete / 5 kilogram başına ödeme * 1,50 dolar = 4 * 1,50 = 6,00 dolar

Toplam: 6,00 dolar + 6,00 dolar = 12,00 dolar

Yani 12,00 dolar alırsınız."
"Tania'nın toplam 58 meyve içeren beş sepeti vardır. Bir sepette 18 mango, diğerinde 10 armut, bir diğerinde 12 pawpaw ve son ikisinde sırasıyla aynı sayıda kivi ve limon vardır, kaç limon vardır?","Son iki sepetteki meyve sayısı 58 - (18 + 10 + 12) = 18'dir. İki sepette aynı sayıda meyve olduğuna göre, her sepette 18 / 2 = 9 limon vardır."
Cassie atletik bir kişidir ve aktifken susuz kalmamak için günde en az 12 bardak su içmeye çalışır. Su şişesi 16 ons alıyor. Bir bardakta 8 ons su var. Cassie'nin 12 bardak su içtiğinden emin olmak için su şişesini günde kaç kez doldurması gerekir?,"Cassie'nin 12 bardak su içmesi gerekiyor. Bir bardakta 8 ons su var, bu da toplam 12 bardak * 8 ons = 96 ons su eder. Su şişesi 16 ons alıyor. Cassie'nin bu miktarı içmek için su şişesini 96 ons / 16 ons = 6 kez doldurması gerekir."
"Charlie balmumu mumları satmak istiyor.  Her yarım kilo balmumu için 10 adet konik mum yapabiliyor.  Bir kilo balmumu ve fitil 10,00$'lık malzemeye mal oluyor.   Her bir mumu 2,00$'a satarsa, 20 mum yapıp satarsa net kârı ne olur?","Her yarım kilo balmumu için 10 adet mum yapılabiliyor, bu yüzden 20 mum için 1 kilo balmumu gerekiyor. 1 kilo balmumu ve fitil 10,00$'a mal oluyor.

20 mum satışı: 20 mum x 2,00$ = 40,00$ gelir.

Net kâr: 40,00$ gelir - 10,00$ maliyet = 30,00$ kâr."
En uzun tırnaklar için dünya rekoru 26 inçtir. Bu ay 12 yaşına giren Sandy'nin bu rekoru kırmak gibi bir hedefi var. Tırnakları 2 inç uzunluğunda. Tırnakları her ay bir inçin onda biri oranında uzuyor. Dünya rekoruna ulaştığında kaç yaşında olacak?,"Sandy'nin tırnakları her ay 0,1 inç uzuyor ve şu anda 2 inç uzunluğundalar. Dünya rekoru ise 26 inç.

Rekor için gereken uzunluk = 26 inç - 2 inç = 24 inç

Her ayki uzama = 0,1 inç

İhtiyaç duyulan süre = 24 inç / 0,1 inç/ay = 240 ay

240 ay = 240 / 12 yıl = 20 yıl

Sandy şu anda 12 yaşında olduğuna göre, 20 yıl sonra 32 yaşında olacak.

Dolayısıyla, Sandy dünya rekoruna ulaştığında 32 yaşında olacak."
"Joan, sırasıyla 30 ve 15 soruluk İngilizce ve Matematik sınavlarını yanıtlıyor. İngilizce sınavı 1 saatte, Matematik sınavı ise 1,5 saatte tamamlanacaktır. Joan her soruya eşit süre ayırmak istiyorsa, Matematik sınavındaki her soruyu yanıtlamak için İngilizce sınavından kaç dakika daha fazla zamanı vardır?","İngilizce sınavını cevaplamak için Joan toplamda 60 dakika süre ayırıyor. Bu, her İngilizce sorusu için 60 dakika / 30 soru = 2 dakika ayırdığı anlamına gelir.

Matematik sınavı içinse toplamda 90 dakika süre ayırıyor. Bu, her Matematik sorusu için 90 dakika / 15 soru = 6 dakika ayırdığı anlamına gelir.

Matematik sınavındaki her soru için ayırdığı süre, İngilizce sınavındakinden 6 dakika - 2 dakika = 4 dakika daha fazladır."
Josie hediye olarak 50 dolar aldı. Her biri 9 dolar olan iki kaset ve 25 dolar olan bir kulaklık seti almayı planlıyor. Ne kadar parası kalacaktır?,"Josie'nin aldığı hediyeleri hesaplarsak:

İki kaset: 2 * 9 dolar = 18 dolar
Kulaklık seti: 25 dolar

Toplam: 18 dolar + 25 dolar = 43 dolar

Başlangıçta 50 doları vardı, bu nedenle Josie'nin parası:

50 dolar - 43 dolar = 7 dolar

Josie'nin 7 doları kalacaktır."
"Brianne ve Ashley portakallı turta yapıyor. Ashley her kutuda on portakal bulunan beş kutu getirirken, Brianne Ashley'den 20 portakal daha fazla getirmiştir. Bir portakallı turta için üç portakal gerekiyorsa, kaç portakallı turta yapabilirler?","Brianne ve Ashley'nin birlikte getirdikleri toplam portakal sayısını hesaplayalım:

1. Ashley beş kutuda her biri on portakal olduğuna göre toplam 5 * 10 = 50 portakal getirmiş.
2. Brianne, Ashley'den 20 portakal daha fazla getirdiğinden, 50 + 20 = 70 portakal getirmiş.
3. İkisinin toplam getirdikleri portakal sayısı 50 + 70 = 120 portakal.

Bir portakallı turta için üç portakal gerektiğine göre toplam kaç turta yapabileceklerini bulalım:

120 portakal / 3 portakal/turta = 40 turta

Brianne ve Ashley toplamda 40 portakallı turta yapabilirler."
"Bir parkta her biri 4 kişi kapasiteli 50 bank bulunmaktadır. Bir Pazar günü öğleden sonra, banklarda 80 kişi oturuyordu. Bankların taşıma kapasitesi dolmadan önce diğer insanların oturabileceği banklardaki boş yer sayısı kaçtır?","Bankların toplam kapasitesi: 50 bank * 4 kişi/bank = 200 kişi

Banklarda oturan kişi sayısı: 80 kişi

Boş yer sayısı: 200 - 80 = 120 kişi

Dolayısıyla, bankların taşıma kapasitesi dolmadan önce diğer insanların oturabileceği banklardaki boş yer sayısı 120'dir."
"Bir insanın yaşlandığı her 1 yıla karşılık, bir köpek 7 yıl yaşlanır.  Max 3 yaşına geldiğinde, 3 yaşındaki köpeği köpek yaşı cinsinden ne kadar yaşlı olacaktır?","Max 3 yaşına geldiğinde, köpeği köpek yaşı cinsinden 3 x 7 = 21 yıl yaşında olacaktır."
"Bir anne, iki yaşındaki oğlu için bulaşık deterjanı ve su kullanarak kendi köpük karışımını yapıyor.  Takip ettiği tarife göre her 1 bardak su için 3 yemek kaşığı sabun gerekmektedir.  Köpük karışımını saklamayı umduğu kap 40 ons sıvı alabiliyorsa ve bir fincan suda 8 ons varsa, kaba kaç yemek kaşığı sabun eklemelidir (sabunun kendisinin kabın kapasitesine dahil olmadığını varsayarak)?","40 ons kapasiteli bir kaba çıkanı hesaplarken adımları şu şekilde takip ederiz:

1. Bir fincan su 8 ons olduğuna göre, 40 ons **su** kullanabilmek için:
   \[
   40 \, \text{ons} ÷ 8 \, \text{ons/cup} = 5 \, \text{cup}
   \]

2. Tarif, her 1 bardak su için 3 yemek kaşığı sabun gerektiriyor. Buna göre 5 bardak su için:
   \[
   5 \, \text{cup} × 3 \, \text{tablespoons/cup} = 15 \, \text{tablespoons}
   \]

Bu yüzden, kaba 15 yemek kaşığı sabun eklemelidir."
"İtfaiyeciler olarak Doug, Kai ve Eli hafta boyunca pek çok yangını söndürdüler. Doug hafta boyunca 20 yangın söndürdü ve Kai Doug'dan 3 kat daha fazla yangın söndürdü. Bu arada Eli, Kai'nin söndürebildiği yangın sayısının yarısı kadar yangın söndürdü. Tüm hafta boyunca kaç yangın söndürdüler?","Doug 20 yangın söndürdü. Kai, Doug'dan 3 kat daha fazla yani 60 yangın söndürdü. Eli ise Kai'nin yarısı kadar yani 30 yangın söndürdü. Toplamda 20 + 60 + 30 = 110 yangın söndürdüler."
Bir sığır yetiştiricisinin 52 süt ineği vardır. Her inek günde 1000 oz süt vermektedir. İnekler tarafından haftada üretilen süt miktarını hesaplayın.,"Her inek günde 1000 ons süt vermektedir. 52 ineğin günde ürettiği süt miktarı:

52 inek x 1000 ons = 52,000 ons

Bir haftada (7 gün) üretilen süt miktarı:

52,000 ons x 7 gün = 364,000 ons

Bu nedenle, inekler tarafından haftada 364,000 ons süt üretilir."
"Jeanine 18 kalem, Clare ise bunun yarısı kadar kalem almıştır. Jeanine kalemlerinin üçte birini Abby'ye verdiyse, Jeanine'in şu anda Clare'den kaç tane daha fazla kalemi vardır?","Jeanine başlangıçta 18 kalem aldı. Clare bunun yarısı kadar, yani 9 kalem aldı.

Jeanine, kalemlerinin üçte birini, yani 18 / 3 = 6 kalemi Abby'ye verdi.

Jeanine'in şu anda 18 - 6 = 12 kalemi var. Clare ise 9 kaleme sahip.

Bu durumda, Jeanine şu anda Clare'den 12 - 9 = 3 kalem daha fazladır."
Bir hayvanat bahçesinde 21 penguen ve bunun iki katı kadar kutup ayısı var mı?  Toplam kaç hayvanları var?,"Evet, toplam 21 penguen ve bunun iki katı olan 42 kutup ayısı var. Toplamda 21 + 42 = 63 hayvanları var."
"Amerikan kırlangıcı en fazla 5 pound ağırlığı havaya kaldırıp taşıyabilirken, Avrupa kırlangıcı Amerikan kırlangıcının iki katı ağırlığı havaya kaldırıp taşıyabilir.  Avrupa kırlangıçlarının iki katı kadar Amerikan kırlangıcı içeren 90 kırlangıçlık bir sürü olsaydı, sürünün taşıyabileceği maksimum toplam ağırlık ne olurdu?","Amerikan kırlangıcı en fazla 5 pound, Avrupa kırlangıcı ise 10 pound (yani 2 katı) taşıyabilir.

İki katı kadar Amerikan kırlangıcı içeren 90 kırlangıçlık bir sürü olduğuna göre, sürünün 60 Amerikan ve 30 Avrupa kırlangıcından oluştuğunu söyleyebiliriz.

Sürünün taşıyabileceği maksimum toplam ağırlık:
- 60 Amerikan kırlangıcı * 5 pound = 300 pound
- 30 Avrupa kırlangıcı * 10 pound = 300 pound

Dolayısıyla, toplamda sürü:
300 pound + 300 pound = 600 pound taşıyabilir."
Juan fırın menüsüne kruvasan eklemek istiyor.  1 düzine kruvasan yapmak için 1/4 pound tereyağı gerekiyor.  Bir hafta boyunca günde 4 düzine yaparak başlamak istiyor.  Bu kruvasanları yapmak için kaç kilo tereyağına ihtiyacı olacak?,"Juan, günde 4 düzine kruvasan yapacak. 1 düzine kruvasan için 1/4 pound tereyağına ihtiyaç duyuluyor.

Günlük tereyağı ihtiyacı:
4 düzine * 1/4 pound = 1 pound

Bir hafta (7 gün) boyunca tereyağı ihtiyacı:
7 gün * 1 pound = 7 pound

1 pound yaklaşık 0.4536 kilogramdır. O halde, 7 pound tereyağını kilograma çevirelim:
7 pound * 0.4536 kilogram/pound ≈ 3.1752 kilogram

Sonuç olarak, Juan'ın bir hafta boyunca kruvasan yapmak için yaklaşık 3.18 kilogram tereyağına ihtiyacı var."
James 8 dilim pizza sipariş eder.  Arkadaşı 2 dilim yer ve James kalanın yarısını yer.  James kaç dilim yemiştir?,James toplam 4 dilim pizza yemiştir.
Bir glee kulübünde erkek üyelerin iki katı kadar kadın üye vardır. Kulüpte 18 üye varsa kaç kadın üye vardır?,Kulüpte 12 kadın üye vardır.
"Dinozor Barney, beş normal dinozorun toplamından 1500 pound daha ağırdır. Her bir normal dinozor 800 pound ağırlığında ise, Barney ve beş normal dinozorun ağırlıklarının toplamını bulunuz?","Her bir normal dinozor 800 pound ağırlığında olduğuna göre, beş normal dinozorun toplam ağırlığı \(5 \times 800 = 4000\) pound.

Barney, beş normal dinozorun toplam ağırlığından 1500 pound daha ağırdır. Yani Barney'in ağırlığı \(4000 + 1500 = 5500\) pound.

Barney ve beş normal dinozorun toplam ağırlığı ise \(5500 + 4000 = 9500\) pound olur."
